Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Belgium,Beverages,Online,H,2015-08-31,960213077,10/16/2015,7242,47.45,31.79,343632.9,230223.18,113409.72
Europe,Hungary,Cosmetics,Offline,L,2014-05-27,743619334,7/9/2014,2341,437.2,263.33,1023485.2,616455.53,407029.67
Europe,Ireland,Office Supplies,Offline,H,2016-12-15,263977277,1/10/2017,5597,651.21,524.96,3644822.37,2938201.12,706621.25
Europe,France,Personal Care,Offline,C,2015-08-13,980598723,9/24/2015,9808,81.73,56.67,801607.84,555819.36,245788.48
Europe,Georgia,Personal Care,Offline,L,2015-07-24,643770778,7/31/2015,4934,81.73,56.67,403255.82,279609.78,123646.04
Europe,Armenia,Meat,Offline,C,2016-10-01,645309722,11/6/2016,342,421.89,364.69,144286.38,124723.98,19562.4
Europe,Malta,Cereal,Offline,M,2013-07-20,469144809,8/24/2013,9229,205.7,117.11,1898405.3,1080808.19,817597.11
Europe,Greece,Household,Online,L,2013-09-26,195259082,10/11/2013,356,668.27,502.54,237904.12,178904.24,58999.88
Europe,Cyprus,Clothes,Online,C,2012-05-17,593158566,6/25/2012,7656,109.28,35.84,836647.68,274391.04,562256.64
Europe,Serbia,Vegetables,Offline,C,2014-03-22,717833220,4/3/2014,1657,154.06,90.93,255277.42,150671.01,104606.41
Europe,Belgium,Vegetables,Online,H,2013-05-26,682066285,7/13/2013,7426,154.06,90.93,1144049.56,675246.18,468803.38
Europe,Greece,Cereal,Online,H,2013-01-24,412215459,1/31/2013,2569,205.7,117.11,528443.3,300855.59,227587.71
Europe,Italy,Cereal,Online,M,2013-01-06,715309798,2/10/2013,4920,205.7,117.11,1012044.0,576181.2,435862.8
Europe,Iceland,Office Supplies,Online,L,2015-02-18,384976232,4/3/2015,1877,651.21,524.96,1222321.17,985349.92,236971.25
Europe,Hungary,Office Supplies,Offline,C,2015-09-18,467924726,10/20/2015,8179,651.21,524.96,5326246.59,4293647.84,1032598.75
Europe,Bulgaria,Fruits,Online,L,2016-03-12,774698626,4/7/2016,9394,9.33,6.92,87646.02,65006.48,22639.54
Europe,Slovenia,Cereal,Online,M,2012-02-21,652501904,3/25/2012,8668,205.7,117.11,1783007.6,1015109.48,767898.12
Europe,Bulgaria,Household,Online,M,2017-05-31,688903129,7/2/2017,600,668.27,502.54,400962.0,301524.0,99438.0
Europe,Finland,Personal Care,Online,M,2014-07-25,195171105,9/4/2014,4322,81.73,56.67,353237.06,244927.74,108309.32
Europe,San Marino,Vegetables,Offline,L,2016-06-27,361725556,7/18/2016,1485,154.06,90.93,228779.1,135031.05,93748.05
Europe,Armenia,Personal Care,Online,C,2016-12-06,789760196,1/2/2017,6447,81.73,56.67,526913.31,365351.49,161561.82
Europe,Slovakia,Cosmetics,Online,C,2013-11-01,327072703,11/16/2013,6936,437.2,263.33,3032419.2,1826456.88,1205962.32
Europe,Switzerland,Vegetables,Online,H,2013-09-18,130356919,10/1/2013,4364,154.06,90.93,672317.84,396818.52,275499.32
Europe,Portugal,Cereal,Offline,H,2013-02-05,636360585,3/8/2013,2093,205.7,117.11,430530.1,245111.23,185418.87
Europe,Belarus,Beverages,Online,M,2012-07-24,123938930,8/2/2012,5138,47.45,31.79,243798.1,163337.02,80461.08
Europe,Kosovo,Office Supplies,Offline,C,2014-07-26,770821654,8/19/2014,2112,651.21,524.96,1375355.52,1108715.52,266640.0
Europe,United Kingdom,Cosmetics,Online,M,2012-12-14,692952191,1/4/2013,8807,437.2,263.33,3850420.4,2319147.31,1531273.09
Europe,Ukraine,Beverages,Offline,L,2013-09-07,947507131,10/20/2013,7271,47.45,31.79,345008.95,231145.09,113863.86
Europe,Ireland,Personal Care,Offline,L,2016-01-21,396462953,2/26/2016,1053,81.73,56.67,86061.69,59673.51,26388.18
Europe,Luxembourg,Cosmetics,Online,M,2017-01-26,835341870,2/24/2017,5077,437.2,263.33,2219664.4,1336926.41,882737.99
Europe,Norway,Household,Offline,C,2013-04-29,149274003,5/29/2013,2350,668.27,502.54,1570434.5,1180969.0,389465.5
Europe,Estonia,Cosmetics,Offline,C,2017-01-04,311956632,1/10/2017,3755,437.2,263.33,1641686.0,988804.15,652881.85
Europe,Ukraine,Baby Food,Offline,L,2014-05-05,920688903,6/12/2014,1161,255.28,159.42,296380.08,185086.62,111293.46
Europe,Estonia,Baby Food,Offline,H,2014-05-22,316466176,6/2/2014,8229,255.28,159.42,2100699.12,1311867.18,788831.94
Europe,Kosovo,Household,Online,M,2014-07-18,101025998,8/11/2014,4693,668.27,502.54,3136191.11,2358420.22,777770.89
Europe,Luxembourg,Personal Care,Offline,H,2015-09-25,547625386,9/29/2015,3376,81.73,56.67,275920.48,191317.92,84602.56
Europe,Montenegro,Fruits,Online,H,2016-01-31,394456660,2/9/2016,7346,9.33,6.92,68538.18,50834.32,17703.86
Europe,Kosovo,Baby Food,Online,M,2014-01-01,104548490,1/5/2014,7076,255.28,159.42,1806361.28,1128055.92,678305.36
Europe,Greece,Vegetables,Online,M,2012-10-04,921693980,11/4/2012,8586,154.06,90.93,1322759.16,780724.98,542034.18
Europe,Montenegro,Household,Online,L,2012-08-29,829356467,9/16/2012,3864,668.27,502.54,2582195.28,1941814.56,640380.72
Europe,Czech Republic,Cereal,Offline,C,2015-05-20,322524106,5/20/2015,905,205.7,117.11,186158.5,105984.55,80173.95
Europe,Portugal,Cereal,Offline,M,2014-09-14,897638213,10/8/2014,9950,205.7,117.11,2046715.0,1165244.5,881470.5
Europe,Italy,Baby Food,Offline,L,2017-03-23,480652987,4/5/2017,4755,255.28,159.42,1213856.4,758042.1,455814.3
Europe,Iceland,Baby Food,Online,H,2013-03-20,826936471,3/30/2013,7733,255.28,159.42,1974080.24,1232794.86,741285.38
Europe,Norway,Cosmetics,Online,H,2015-05-14,477633464,6/7/2015,1211,437.2,263.33,529449.2,318892.63,210556.57
Europe,Latvia,Meat,Online,L,2014-11-25,849431836,11/28/2014,4611,421.89,364.69,1945334.79,1681585.59,263749.2
Europe,United Kingdom,Baby Food,Online,H,2012-07-08,844307315,7/29/2012,8152,255.28,159.42,2081042.56,1299591.84,781450.72
Europe,Finland,Snacks,Online,H,2017-06-20,414579665,7/10/2017,2191,152.58,97.44,334302.78,213491.04,120811.74
Europe,Switzerland,Cereal,Offline,M,2015-10-18,569864976,11/30/2015,4565,205.7,117.11,939020.5,534607.15,404413.35
Europe,United Kingdom,Clothes,Online,L,2017-02-26,783116900,3/14/2017,548,109.28,35.84,59885.44,19640.32,40245.12
Europe,Andorra,Cosmetics,Online,L,2016-02-26,727821767,3/16/2016,7489,437.2,263.33,3274190.8,1972078.37,1302112.43
Europe,Georgia,Meat,Offline,C,2012-03-15,631172120,4/20/2012,6711,421.89,364.69,2831303.79,2447434.59,383869.2
Europe,San Marino,Office Supplies,Offline,M,2016-05-11,859914767,6/18/2016,6744,651.21,524.96,4391760.24,3540330.24,851430.0
Europe,Spain,Snacks,Offline,M,2017-02-19,352342545,3/27/2017,4844,152.58,97.44,739097.52,471999.36,267098.16
Europe,Slovenia,Cereal,Online,H,2012-07-22,972419059,8/17/2012,9264,205.7,117.11,1905604.8,1084907.04,820697.76
Europe,Spain,Meat,Offline,M,2014-05-20,217165648,6/8/2014,2996,421.89,364.69,1263982.44,1092611.24,171371.2
Europe,Denmark,Baby Food,Online,L,2016-09-06,764837539,9/6/2016,1279,255.28,159.42,326503.12,203898.18,122604.94
Europe,Latvia,Fruits,Offline,H,2017-03-19,870218312,3/27/2017,5792,9.33,6.92,54039.36,40080.64,13958.72
Europe,Spain,Office Supplies,Online,L,2017-07-02,513802516,8/7/2017,4437,651.21,524.96,2889418.77,2329247.52,560171.25
Europe,Slovakia,Beverages,Online,M,2017-05-31,638957822,6/24/2017,673,47.45,31.79,31933.85,21394.67,10539.18
Europe,Bulgaria,Baby Food,Online,H,2014-12-19,944247710,1/31/2015,2736,255.28,159.42,698446.08,436173.12,262272.96
Europe,Netherlands,Baby Food,Offline,H,2013-03-16,694771802,3/21/2013,7270,255.28,159.42,1855885.6,1158983.4,696902.2
Europe,Bosnia and Herzegovina,Snacks,Offline,C,2012-03-31,388728320,5/10/2012,2203,152.58,97.44,336133.74,214660.32,121473.42
Europe,Vatican City,Vegetables,Offline,L,2014-03-18,452559745,3/19/2014,1340,154.06,90.93,206440.4,121846.2,84594.2
Europe,Portugal,Baby Food,Offline,M,2016-03-27,921230065,5/16/2016,1303,255.28,159.42,332629.84,207724.26,124905.58
Europe,Malta,Fruits,Online,M,2016-05-09,831143891,6/1/2016,2802,9.33,6.92,26142.66,19389.84,6752.82
Europe,Estonia,Cereal,Online,M,2015-10-07,318523538,11/5/2015,7048,205.7,117.11,1449773.6,825391.28,624382.32
Europe,Estonia,Cereal,Offline,H,2013-07-18,195212733,8/14/2013,6641,205.7,117.11,1366053.7,777727.51,588326.19
Europe,Russia,Snacks,Offline,H,2012-07-28,189667212,9/3/2012,5598,152.58,97.44,854142.84,545469.12,308673.72
Europe,Germany,Clothes,Online,C,2015-03-21,276784074,4/15/2015,5413,109.28,35.84,591532.64,194001.92,397530.72
Europe,Moldova ,Beverages,Online,H,2015-06-26,761724030,8/13/2015,9923,47.45,31.79,470846.35,315452.17,155394.18
Europe,Slovakia,Office Supplies,Online,C,2012-05-05,217248904,6/15/2012,7633,651.21,524.96,4970685.93,4007019.68,963666.25
Europe,Montenegro,Clothes,Online,L,2016-04-29,685596930,6/16/2016,2222,109.28,35.84,242820.16,79636.48,163183.68
Europe,Greece,Clothes,Online,H,2015-01-31,355534589,2/6/2015,9440,109.28,35.84,1031603.2,338329.6,693273.6
Europe,Belgium,Office Supplies,Offline,L,2012-12-01,456527268,12/2/2012,5419,651.21,524.96,3528906.99,2844758.24,684148.75
Europe,Montenegro,Baby Food,Offline,C,2016-02-15,461917865,3/21/2016,616,255.28,159.42,157252.48,98202.72,59049.76
Europe,Montenegro,Personal Care,Offline,C,2013-06-29,284435451,6/29/2013,9625,81.73,56.67,786651.25,545448.75,241202.5
Europe,Finland,Meat,Online,H,2014-06-21,844575107,6/26/2014,7397,421.89,364.69,3120720.33,2697611.93,423108.4
Europe,Russia,Baby Food,Offline,L,2015-05-19,158479773,6/18/2015,6542,255.28,159.42,1670041.76,1042925.64,627116.12
Europe,Monaco,Household,Online,L,2014-06-09,175723588,6/14/2014,9370,668.27,502.54,6261689.9,4708799.8,1552890.1
Europe,Netherlands,Household,Online,C,2016-11-04,690220630,11/19/2016,477,668.27,502.54,318764.79,239711.58,79053.21
Europe,Macedonia,Beverages,Offline,M,2017-07-17,704139363,8/31/2017,9340,47.45,31.79,443183.0,296918.6,146264.4
Europe,Italy,Fruits,Online,H,2014-02-02,636278617,3/22/2014,7837,9.33,6.92,73119.21,54232.04,18887.17
Europe,Belarus,Snacks,Online,L,2012-09-09,525749719,10/22/2012,9880,152.58,97.44,1507490.4,962707.2,544783.2
Europe,Romania,Fruits,Online,H,2016-10-27,481976497,12/3/2016,6411,9.33,6.92,59814.63,44364.12,15450.51
Europe,Finland,Cereal,Online,H,2013-07-13,144282948,8/1/2013,5386,205.7,117.11,1107900.2,630754.46,477145.74
Europe,Russia,Beverages,Online,M,2013-10-10,797202146,11/17/2013,8685,47.45,31.79,412103.25,276096.15,136007.1
Europe,Hungary,Fruits,Offline,C,2016-04-17,353492677,5/23/2016,5193,9.33,6.92,48450.69,35935.56,12515.13
Europe,Slovenia,Cosmetics,Offline,M,2014-01-28,155086886,2/5/2014,2511,437.2,263.33,1097809.2,661221.63,436587.57
Europe,Andorra,Beverages,Offline,L,2013-10-09,932475602,11/21/2013,9107,47.45,31.79,432127.15,289511.53,142615.62
Europe,Russia,Office Supplies,Offline,L,2015-01-20,282917964,1/27/2015,567,651.21,524.96,369236.07,297652.32,71583.75
Europe,Croatia,Baby Food,Offline,C,2013-06-27,775347936,7/8/2013,1539,255.28,159.42,392875.92,245347.38,147528.54
Europe,Iceland,Cosmetics,Online,M,2017-04-16,186847674,4/23/2017,1234,437.2,263.33,539504.8,324949.22,214555.58
Europe,Vatican City,Fruits,Offline,H,2015-01-24,117929494,3/2/2015,6813,9.33,6.92,63565.29,47145.96,16419.33
Europe,Netherlands,Beverages,Offline,M,2017-07-11,786318385,8/23/2017,7939,47.45,31.79,376705.55,252380.81,124324.74
Europe,Austria,Household,Online,C,2015-09-20,178604066,10/18/2015,1767,668.27,502.54,1180833.09,887988.18,292844.91
Europe,Bulgaria,Vegetables,Offline,C,2014-06-11,651247489,7/2/2014,7459,154.06,90.93,1149133.54,678246.87,470886.67
Europe,Cyprus,Household,Online,L,2013-03-20,492353856,4/11/2013,7302,668.27,502.54,4879707.54,3669547.08,1210160.46
Europe,Ireland,Personal Care,Offline,M,2013-02-16,382581126,3/27/2013,3112,81.73,56.67,254343.76,176357.04,77986.72
Europe,Russia,Snacks,Online,M,2016-09-18,949388539,9/30/2016,4021,152.58,97.44,613524.18,391806.24,221717.94
Europe,Portugal,Beverages,Offline,L,2016-01-10,122372519,1/13/2016,1603,47.45,31.79,76062.35,50959.37,25102.98
Europe,France,Clothes,Offline,M,2014-01-16,298978602,1/28/2014,3267,109.28,35.84,357017.76,117089.28,239928.48
Europe,Belarus,Clothes,Offline,C,2016-12-27,691760861,1/28/2017,6266,109.28,35.84,684748.48,224573.44,460175.04
Europe,Austria,Snacks,Online,M,2012-01-18,516122949,2/21/2012,1105,152.58,97.44,168600.9,107671.2,60929.7
Europe,Albania,Cosmetics,Offline,L,2015-08-29,208238399,10/15/2015,1224,437.2,263.33,535132.8,322315.92,212816.88
Europe,Georgia,Fruits,Online,M,2016-12-02,526533353,1/12/2017,1775,9.33,6.92,16560.75,12283.0,4277.75
Europe,Hungary,Beverages,Online,L,2013-04-21,327604424,5/13/2013,4284,47.45,31.79,203275.8,136188.36,67087.44
Europe,Ukraine,Meat,Offline,M,2014-06-18,219451320,7/2/2014,9377,421.89,364.69,3956062.53,3419698.13,536364.4
Europe,Malta,Office Supplies,Offline,H,2014-12-04,602264344,1/7/2015,2258,651.21,524.96,1470432.18,1185359.68,285072.5
Europe,Belgium,Cereal,Offline,H,2014-11-22,791890084,12/15/2014,6728,205.7,117.11,1383949.6,787916.08,596033.52
Europe,Liechtenstein,Fruits,Offline,C,2012-06-29,249606645,8/14/2012,3008,9.33,6.92,28064.64,20815.36,7249.28
Europe,Belgium,Household,Offline,C,2015-04-08,497466361,5/1/2015,206,668.27,502.54,137663.62,103523.24,34140.38
Europe,Belarus,Clothes,Offline,L,2014-12-23,839437711,12/24/2014,7128,109.28,35.84,778947.84,255467.52,523480.32
Europe,Luxembourg,Office Supplies,Online,H,2014-10-31,549048888,12/2/2014,4622,651.21,524.96,3009892.62,2426365.12,583527.5
Europe,Finland,Snacks,Online,H,2015-12-03,427432811,12/11/2015,5722,152.58,97.44,873062.76,557551.68,315511.08
Europe,Andorra,Office Supplies,Online,H,2014-03-31,582836139,4/5/2014,3020,651.21,524.96,1966654.2,1585379.2,381275.0
Europe,Netherlands,Clothes,Offline,H,2012-04-08,719730079,5/6/2012,2979,109.28,35.84,325545.12,106767.36,218777.76
Europe,Bulgaria,Household,Online,H,2012-04-21,837608659,5/2/2012,5871,668.27,502.54,3923413.17,2950412.34,973000.83
Europe,Norway,Meat,Online,L,2017-02-26,930670154,3/15/2017,4835,421.89,364.69,2039838.15,1763276.15,276562.0
Europe,Portugal,Clothes,Offline,H,2012-02-15,684853637,4/3/2012,2265,109.28,35.84,247519.2,81177.6,166341.6
Europe,Montenegro,Cereal,Offline,H,2013-06-20,930457293,7/26/2013,1845,205.7,117.11,379516.5,216067.95,163448.55
Europe,Estonia,Office Supplies,Offline,H,2013-03-07,343185698,4/25/2013,5129,651.21,524.96,3340056.09,2692519.84,647536.25
Europe,France,Cosmetics,Online,M,2016-07-26,174935233,7/29/2016,6078,437.2,263.33,2657301.6,1600519.74,1056781.86
Europe,Liechtenstein,Baby Food,Online,M,2013-11-26,775008904,1/2/2014,1212,255.28,159.42,309399.36,193217.04,116182.32
Europe,Greece,Fruits,Online,M,2014-08-16,471348512,10/1/2014,1354,9.33,6.92,12632.82,9369.68,3263.14
Europe,Malta,Baby Food,Offline,C,2012-12-23,302442729,1/17/2013,8379,255.28,159.42,2138991.12,1335780.18,803210.94
Europe,Macedonia,Vegetables,Online,C,2012-04-12,987050187,4/25/2012,8940,154.06,90.93,1377296.4,812914.2,564382.2
Europe,Bulgaria,Office Supplies,Online,H,2015-11-02,641537463,12/14/2015,4047,651.21,524.96,2635446.87,2124513.12,510933.75
Europe,Czech Republic,Household,Offline,L,2015-05-15,512662255,6/22/2015,7009,668.27,502.54,4683904.43,3522302.86,1161601.57
Europe,Georgia,Cereal,Online,H,2014-06-14,243144452,7/16/2014,701,205.7,117.11,144195.7,82094.11,62101.59
Europe,Spain,Fruits,Offline,L,2015-10-24,446045196,11/1/2015,3540,9.33,6.92,33028.2,24496.8,8531.4
Europe,Lithuania,Household,Offline,M,2014-10-14,544284856,10/25/2014,4839,668.27,502.54,3233758.53,2431791.06,801967.47
Europe,Romania,Vegetables,Offline,H,2014-11-06,606118571,11/18/2014,2809,154.06,90.93,432754.54,255422.37,177332.17
Europe,Moldova ,Baby Food,Online,C,2014-01-27,608451879,3/1/2014,3287,255.28,159.42,839105.36,524013.54,315091.82
Europe,Romania,Beverages,Online,M,2015-05-10,910886180,6/10/2015,317,47.45,31.79,15041.65,10077.43,4964.22
Europe,Lithuania,Clothes,Online,H,2016-06-28,378216636,8/8/2016,1562,109.28,35.84,170695.36,55982.08,114713.28
Europe,Denmark,Clothes,Online,C,2014-07-21,539002406,7/23/2014,1645,109.28,35.84,179765.6,58956.8,120808.8
Europe,Serbia,Office Supplies,Online,M,2015-05-31,659193694,6/11/2015,8918,651.21,524.96,5807490.78,4681593.28,1125897.5
Europe,Andorra,Beverages,Online,H,2015-03-11,320431125,4/17/2015,1545,47.45,31.79,73310.25,49115.55,24194.7
Europe,Macedonia,Beverages,Offline,L,2017-07-05,949732291,8/14/2017,5745,47.45,31.79,272600.25,182633.55,89966.7
Europe,San Marino,Household,Online,C,2014-08-12,871147000,8/25/2014,611,668.27,502.54,408312.97,307051.94,101261.03
Europe,Lithuania,Beverages,Offline,H,2015-07-05,926280772,7/21/2015,5919,47.45,31.79,280856.55,188165.01,92691.54
Europe,Slovenia,Cosmetics,Online,H,2013-10-29,498201072,11/7/2013,7623,437.2,263.33,3332775.6,2007364.59,1325411.01
Europe,Cyprus,Snacks,Offline,H,2015-07-27,842725884,8/11/2015,171,152.58,97.44,26091.18,16662.24,9428.94
Europe,Latvia,Office Supplies,Online,L,2017-05-01,343730294,5/28/2017,6287,651.21,524.96,4094157.27,3300423.52,793733.75
Europe,Georgia,Vegetables,Online,C,2015-02-26,636907756,4/1/2015,4013,154.06,90.93,618242.78,364902.09,253340.69
Europe,Czech Republic,Cereal,Online,H,2013-02-16,444806230,4/1/2013,6903,205.7,117.11,1419947.1,808410.33,611536.77
Europe,Latvia,Snacks,Online,M,2017-03-18,517097985,4/14/2017,9640,152.58,97.44,1470871.2,939321.6,531549.6
Europe,Netherlands,Beverages,Offline,M,2015-10-27,642953670,12/9/2015,3134,47.45,31.79,148708.3,99629.86,49078.44
Europe,Serbia,Snacks,Offline,M,2014-08-18,265191352,9/26/2014,4869,152.58,97.44,742912.02,474435.36,268476.66
Europe,Latvia,Office Supplies,Online,L,2013-06-16,129127395,6/20/2013,520,651.21,524.96,338629.2,272979.2,65650.0
Europe,Malta,Fruits,Online,C,2016-11-21,121380746,12/18/2016,8115,9.33,6.92,75712.95,56155.8,19557.15
Europe,Russia,Clothes,Offline,M,2014-05-08,745467269,6/23/2014,9186,109.28,35.84,1003846.08,329226.24,674619.84
Europe,Bulgaria,Meat,Offline,H,2012-04-07,948518216,5/4/2012,6473,421.89,364.69,2730893.97,2360638.37,370255.6
Europe,Finland,Office Supplies,Offline,L,2017-04-17,163744628,5/1/2017,4529,651.21,524.96,2949330.09,2377543.84,571786.25
Europe,Greece,Household,Offline,M,2012-01-23,706301438,2/11/2012,9146,668.27,502.54,6111997.42,4596230.84,1515766.58
Europe,Montenegro,Clothes,Online,C,2014-03-09,234082448,3/9/2014,9053,109.28,35.84,989311.84,324459.52,664852.32
Europe,Romania,Meat,Offline,L,2012-08-22,161607444,10/3/2012,2089,421.89,364.69,881328.21,761837.41,119490.8
Europe,Lithuania,Meat,Offline,C,2014-07-06,764483058,8/5/2014,6380,421.89,364.69,2691658.2,2326722.2,364936.0
Europe,Iceland,Baby Food,Offline,M,2014-08-05,828993833,9/2/2014,6552,255.28,159.42,1672594.56,1044519.84,628074.72
Europe,Bosnia and Herzegovina,Meat,Offline,C,2015-12-09,498946940,1/11/2016,8342,421.89,364.69,3519406.38,3042243.98,477162.4
Europe,Switzerland,Personal Care,Offline,M,2014-08-02,287151563,8/11/2014,3383,81.73,56.67,276492.59,191714.61,84777.98
Europe,Croatia,Office Supplies,Online,C,2013-05-22,259006392,6/6/2013,4602,651.21,524.96,2996868.42,2415865.92,581002.5
Europe,United Kingdom,Vegetables,Online,C,2012-09-30,556647908,10/29/2012,3341,154.06,90.93,514714.46,303797.13,210917.33
Europe,San Marino,Snacks,Offline,C,2017-01-04,742100560,1/17/2017,2902,152.58,97.44,442787.16,282770.88,160016.28
Europe,France,Fruits,Offline,H,2014-02-12,605029380,2/18/2014,493,9.33,6.92,4599.69,3411.56,1188.13
Europe,Cyprus,Meat,Online,L,2017-06-11,333304440,7/5/2017,1046,421.89,364.69,441296.94,381465.74,59831.2
Europe,Russia,Cosmetics,Offline,H,2014-09-03,486345708,10/11/2014,9357,437.2,263.33,4090880.4,2463978.81,1626901.59
Europe,Malta,Beverages,Online,M,2016-04-30,180358016,5/16/2016,800,47.45,31.79,37960.0,25432.0,12528.0
Europe,Georgia,Clothes,Online,H,2012-07-18,141846215,8/16/2012,4302,109.28,35.84,470122.56,154183.68,315938.88
Europe,Moldova ,Baby Food,Offline,C,2017-06-09,252541625,7/5/2017,1534,255.28,159.42,391599.52,244550.28,147049.24
Europe,Montenegro,Cosmetics,Offline,C,2014-03-29,614597785,5/14/2014,1997,437.2,263.33,873088.4,525870.01,347218.39
Europe,Czech Republic,Clothes,Offline,L,2012-08-21,631463515,9/25/2012,2942,109.28,35.84,321501.76,105441.28,216060.48
Europe,Moldova ,Fruits,Online,M,2013-07-29,307305467,8/10/2013,7371,9.33,6.92,68771.43,51007.32,17764.11
Europe,Luxembourg,Baby Food,Online,L,2012-05-26,111063039,7/13/2012,4876,255.28,159.42,1244745.28,777331.92,467413.36
Europe,Croatia,Beverages,Offline,H,2017-03-11,192236125,3/22/2017,5796,47.45,31.79,275020.2,184254.84,90765.36
Europe,Greece,Snacks,Online,L,2016-08-18,957926118,9/1/2016,480,152.58,97.44,73238.4,46771.2,26467.2
Europe,Austria,Beverages,Online,H,2016-11-14,646691596,12/13/2016,9269,47.45,31.79,439814.05,294661.51,145152.54
Europe,Ukraine,Office Supplies,Offline,H,2015-12-04,115363156,1/10/2016,7376,651.21,524.96,4803324.96,3872104.96,931220.0
Europe,Vatican City,Household,Offline,L,2017-03-17,922564303,4/2/2017,6134,668.27,502.54,4099168.18,3082580.36,1016587.82
Europe,Serbia,Beverages,Offline,H,2016-11-29,797316300,11/29/2016,2466,47.45,31.79,117011.7,78394.14,38617.56
Europe,Ireland,Baby Food,Online,H,2015-04-18,497506701,5/10/2015,2144,255.28,159.42,547320.32,341796.48,205523.84
Europe,Latvia,Personal Care,Online,L,2014-01-27,716411006,2/17/2014,792,81.73,56.67,64730.16,44882.64,19847.52
Europe,Liechtenstein,Office Supplies,Online,M,2015-11-01,186597907,12/15/2015,7322,651.21,524.96,4768159.62,3843757.12,924402.5
Europe,Armenia,Vegetables,Online,L,2016-05-15,848737466,5/31/2016,9132,154.06,90.93,1406875.92,830372.76,576503.16
Europe,France,Office Supplies,Online,H,2013-10-27,130754315,11/2/2013,1962,651.21,524.96,1277674.02,1029971.52,247702.5
Europe,Belarus,Snacks,Offline,C,2016-01-16,403665006,2/19/2016,2300,152.58,97.44,350934.0,224112.0,126822.0
Europe,United Kingdom,Household,Online,C,2016-07-30,394356667,8/4/2016,7756,668.27,502.54,5183102.12,3897700.24,1285401.88
Europe,Norway,Fruits,Offline,M,2012-04-29,752792918,5/12/2012,7008,9.33,6.92,65384.64,48495.36,16889.28
Europe,Bosnia and Herzegovina,Vegetables,Online,C,2012-03-02,760619390,4/16/2012,3035,154.06,90.93,467572.1,275972.55,191599.55
Europe,Ukraine,Beverages,Online,M,2014-02-19,343889510,4/2/2014,3403,47.45,31.79,161472.35,108181.37,53290.98
Europe,Malta,Baby Food,Offline,L,2012-06-25,398104035,8/12/2012,6686,255.28,159.42,1706802.08,1065882.12,640919.96
Europe,Slovenia,Meat,Offline,M,2014-09-25,631460940,10/5/2014,2180,421.89,364.69,919720.2,795024.2,124696.0
Europe,Vatican City,Office Supplies,Online,L,2016-11-27,797788369,11/28/2016,2162,651.21,524.96,1407916.02,1134963.52,272952.5
Europe,United Kingdom,Personal Care,Online,C,2013-06-05,430687510,6/10/2013,8860,81.73,56.67,724127.8,502096.2,222031.6
Europe,Portugal,Personal Care,Online,H,2015-02-11,667054498,2/12/2015,5104,81.73,56.67,417149.92,289243.68,127906.24
Europe,Denmark,Cereal,Online,H,2014-09-14,666921460,10/10/2014,5735,205.7,117.11,1179689.5,671625.85,508063.65
Europe,Austria,Office Supplies,Online,L,2014-03-12,861252868,3/28/2014,2717,651.21,524.96,1769337.57,1426316.32,343021.25
Europe,Vatican City,Baby Food,Online,C,2017-05-24,126948583,7/9/2017,5762,255.28,159.42,1470923.36,918578.04,552345.32
Europe,Estonia,Clothes,Offline,H,2013-06-08,353191840,7/9/2013,6169,109.28,35.84,674148.32,221096.96,453051.36
Europe,Belgium,Vegetables,Online,L,2017-05-09,259032571,5/13/2017,2349,154.06,90.93,361886.94,213594.57,148292.37
Europe,Georgia,Meat,Offline,L,2014-08-03,517514264,9/4/2014,2826,421.89,364.69,1192261.14,1030613.94,161647.2
Europe,United Kingdom,Cosmetics,Offline,H,2016-03-02,624940383,3/30/2016,2602,437.2,263.33,1137594.4,685184.66,452409.74
Europe,Spain,Fruits,Offline,H,2012-12-06,262177836,1/16/2013,3103,9.33,6.92,28950.99,21472.76,7478.23
Europe,Croatia,Household,Online,L,2016-05-25,582560193,5/28/2016,1362,668.27,502.54,910183.74,684459.48,225724.26
Europe,Kosovo,Vegetables,Online,H,2014-07-01,139949357,7/14/2014,2980,154.06,90.93,459098.8,270971.4,188127.4
Europe,Albania,Clothes,Offline,H,2015-03-09,470503079,3/21/2015,1172,109.28,35.84,128076.16,42004.48,86071.68
Europe,Austria,Beverages,Offline,C,2015-05-10,413951814,5/31/2015,6395,47.45,31.79,303442.75,203297.05,100145.7
Europe,Ukraine,Office Supplies,Online,C,2012-11-14,624348151,12/8/2012,7347,651.21,524.96,4784439.87,3856881.12,927558.75
Europe,Poland,Clothes,Offline,M,2012-03-12,109914195,4/16/2012,4908,109.28,35.84,536346.24,175902.72,360443.52
Europe,Bosnia and Herzegovina,Personal Care,Online,L,2014-07-24,409514796,9/7/2014,3383,81.73,56.67,276492.59,191714.61,84777.98
Europe,Bosnia and Herzegovina,Household,Online,C,2013-02-13,723893725,3/11/2013,5095,668.27,502.54,3404835.65,2560441.3,844394.35
Europe,Norway,Snacks,Offline,L,2016-03-12,392217338,3/15/2016,4681,152.58,97.44,714226.98,456116.64,258110.34
Europe,Romania,Baby Food,Offline,C,2015-02-19,108407437,3/27/2015,9025,255.28,159.42,2303902.0,1438765.5,865136.5
